annee,type_produit,nom_produit,quantite,prix,vecteur_id,country,annee_str,client,prix_total
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,88,non renseigné,2025,88,0.0
2024,DIVERS,Visite à 60€ TTC / personne,0,0.0,88,non renseigné,2024,88,0.0
2025,DIVERS,Visite à 60€ TTC / personne,0,0.0,88,non renseigné,2025,88,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,6,0.0,88,non renseigné,2024,88,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,88,non renseigné,2025,88,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",6,445.0,88,non renseigné,2024,88,445.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,88,non renseigné,2025,88,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",6,445.0,88,non renseigné,2024,88,445.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,88,non renseigné,2025,88,0.0
2024,CHAMPAGNE,CŒUR DE MEUNIER BRUT NATURE 750 mL CRD,3,68.25,89,non renseigné,2024,89,68.25
2025,CHAMPAGNE,CŒUR DE MEUNIER BRUT NATURE 750 mL CRD,0,0.0,89,non renseigné,2025,89,0.0
2024,CHAMPAGNE,INFLUENCE DE CHÊNE 2012 BRUT 750 mL CRD,2,58.67,89,non renseigné,2024,89,58.67
2025,CHAMPAGNE,INFLUENCE DE CHÊNE 2012 BRUT 750 mL CRD,0,0.0,89,non renseigné,2025,89,0.0
2024,CHAMPAGNE,ROSE DE BLANCHE BRUT 750 mL CRD,1,21.0,89,non renseigné,2024,89,21.0
2025,CHAMPAGNE,ROSE DE BLANCHE BRUT 750 mL CRD,0,0.0,89,non renseigné,2025,89,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,12,252.0,90,Portugal,2024,90,252.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,90,Portugal,2025,90,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,96,1723.2,90,Portugal,2024,90,1723.2
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,150,2842.5,90,Portugal,2025,90,2842.5
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,24,600.0,90,Portugal,2024,90,600.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,90,Portugal,2025,90,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,6,244.98,91,non renseigné,2024,91,244.98
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,91,non renseigné,2025,91,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,1,40.83,92,non renseigné,2024,92,40.83
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,92,non renseigné,2025,92,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,65.83,92,non renseigné,2024,92,65.83
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,92,non renseigné,2025,92,0.0
2024,CHAMPAGNE,INFLUENCE DE CHENE 2011 750 ml / CRD,6,176.0,93,non renseigné,2024,93,176.0
2025,CHAMPAGNE,INFLUENCE DE CHENE 2011 750 ml / CRD,0,0.0,93,non renseigné,2025,93,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,94,non renseigné,2024,94,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,36,682.2,94,non renseigné,2025,94,682.2
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,6,126.0,95,non renseigné,2024,95,126.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,95,non renseigné,2025,95,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,24,430.8,95,non renseigné,2024,95,430.8
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,95,non renseigné,2025,95,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,12,300.0,95,non renseigné,2024,95,300.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,95,non renseigné,2025,95,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",6,330.0,95,non renseigné,2024,95,330.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,95,non renseigné,2025,95,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,6,228.0,95,non renseigné,2024,95,228.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,95,non renseigné,2025,95,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,120,2520.0,96,non renseigné,2024,96,2520.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,96,non renseigné,2025,96,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,540,9693.0,96,non renseigné,2024,96,9693.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,96,non renseigné,2025,96,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,180,4500.0,96,non renseigné,2024,96,4500.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,96,non renseigné,2025,96,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",30,1650.0,96,non renseigné,2024,96,1650.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,96,non renseigné,2025,96,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,60,2280.0,96,non renseigné,2024,96,2280.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,96,non renseigné,2025,96,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",30,1200.0,96,non renseigné,2024,96,1200.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,96,non renseigné,2025,96,0.0
2024,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,97,non renseigné,2024,97,0.0
2025,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,6,275.0,97,non renseigné,2025,97,275.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,97,non renseigné,2024,97,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,1,57.5,97,non renseigné,2025,97,57.5
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,97,non renseigné,2024,97,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,1,57.5,97,non renseigné,2025,97,57.5
2024,CHAMPAGNE,Paradoxe,0,0.0,97,non renseigné,2024,97,0.0
2025,CHAMPAGNE,Paradoxe,4,196.67,97,non renseigné,2025,97,196.67
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,97,non renseigné,2024,97,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,1,65.83,97,non renseigné,2025,97,65.83
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,97,non renseigné,2024,97,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,5,0.0,97,non renseigné,2025,97,0.0
2024,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 750 mL CRD,2,81.66,98,non renseigné,2024,98,81.66
2025,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,98,non renseigné,2025,98,0.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,1,57.5,98,non renseigné,2024,98,57.5
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,0,0.0,98,non renseigné,2025,98,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,57.5,98,non renseigné,2024,98,57.5
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,98,non renseigné,2025,98,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",1,99.17,98,non renseigné,2024,98,99.17
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,98,non renseigné,2025,98,0.0
2024,CHAMPAGNE,Rosé de Saignée (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,65.83,98,non renseigné,2024,98,65.83
2025,CHAMPAGNE,Rosé de Saignée (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,98,non renseigné,2025,98,0.0
2024,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 750 mL CRD,4,71.8,99,non renseigné,2024,99,71.8
2025,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,99,non renseigné,2025,99,0.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,2,50.0,99,non renseigné,2024,99,50.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,0,0.0,99,non renseigné,2025,99,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,2,50.0,99,non renseigné,2024,99,50.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,99,non renseigné,2025,99,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",2,110.0,99,non renseigné,2024,99,110.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,99,non renseigné,2025,99,0.0
2024,CHAMPAGNE,Rosé de Saignée (SSA) (Conv.Bio) Brut Nature 750 mL CRD,2,76.0,99,non renseigné,2024,99,76.0
2025,CHAMPAGNE,Rosé de Saignée (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,99,non renseigné,2025,99,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,100,non renseigné,2024,100,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,100,non renseigné,2025,100,0.0
2024,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,100,non renseigné,2024,100,0.0
2025,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,4,183.33,100,non renseigné,2025,100,183.33
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,100,non renseigné,2024,100,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",1,82.5,100,non renseigné,2025,100,82.5
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,100,non renseigné,2024,100,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",1,82.5,100,non renseigné,2025,100,82.5
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,48,1008.0,101,non renseigné,2024,101,1008.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,36,809.1,101,non renseigné,2025,101,809.1
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,12,498.0,101,non renseigné,2024,101,498.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,101,non renseigné,2025,101,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,72,1292.4,101,non renseigné,2024,101,1292.4
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,78,1478.1,101,non renseigné,2025,101,1478.1
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,30,750.0,101,non renseigné,2024,101,750.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,101,non renseigné,2025,101,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",3,165.0,101,non renseigné,2024,101,165.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,101,non renseigné,2025,101,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,18,684.0,101,non renseigné,2024,101,684.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,101,non renseigné,2025,101,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,101,non renseigné,2024,101,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",6,240.0,101,non renseigné,2025,101,240.0
2024,DIVERS,Visite à 40€ TTC / personne,0,433.33,102,non renseigné,2024,102,433.33
2025,DIVERS,Visite à 40€ TTC / personne,0,0.0,102,non renseigné,2025,102,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,24,539.4,103,Australie,2025,103,539.4
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,24,1019.7,103,Australie,2025,103,1019.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,24,1139.85,103,Australie,2025,103,1139.85
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,420,7959.0,103,Australie,2025,103,7959.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,24,600.0,103,Australie,2025,103,600.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",24,1318.8,103,Australie,2025,103,1318.8
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,103,Australie,2024,103,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,24,912.0,103,Australie,2025,103,912.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,103,Australie,2024,103,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",6,269.7,103,Australie,2025,103,269.7
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,103,Australie,2024,103,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",6,269.7,103,Australie,2025,103,269.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,104,non renseigné,2024,104,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,1,18.95,104,non renseigné,2025,104,18.95
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,104,non renseigné,2024,104,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,25.0,104,non renseigné,2025,104,25.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,104,non renseigné,2024,104,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",1,54.95,104,non renseigné,2025,104,54.95
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,104,non renseigné,2024,104,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,38.0,104,non renseigné,2025,104,38.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,104,non renseigné,2024,104,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",1,45.0,104,non renseigné,2025,104,45.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,104,non renseigné,2024,104,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",1,40.0,104,non renseigné,2025,104,40.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,12,252.0,105,non renseigné,2024,105,252.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,105,non renseigné,2025,105,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,42,753.9,105,non renseigné,2024,105,753.9
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,18,341.1,105,non renseigné,2025,105,341.1
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,105,non renseigné,2024,105,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,12,323.4,105,non renseigné,2025,105,323.4
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,105,non renseigné,2024,105,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,6,239.7,105,non renseigné,2025,105,239.7
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,6,90.0,105,non renseigné,2024,105,90.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,105,non renseigné,2025,105,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,36,756.0,106,non renseigné,2024,106,756.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,12,269.7,106,non renseigné,2025,106,269.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,174,3123.3,106,non renseigné,2024,106,3123.3
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,91,1705.5,106,non renseigné,2025,106,1705.5
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,106,non renseigné,2024,106,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,1,0.0,106,non renseigné,2025,106,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,106,non renseigné,2024,106,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,1,0.0,106,non renseigné,2025,106,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,78,1950.0,106,non renseigné,2024,106,1950.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,106,non renseigné,2025,106,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",30,1650.0,106,non renseigné,2024,106,1650.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,106,non renseigné,2025,106,0.0
2024,DIVERS,TRANSPORT,0,-290.19,106,non renseigné,2024,106,-290.19
2025,DIVERS,TRANSPORT,0,0.0,106,non renseigné,2025,106,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,106,non renseigné,2024,106,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,12,191.4,106,non renseigné,2025,106,191.4
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2730,49003.5,107,non renseigné,2024,107,49003.5
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,107,non renseigné,2025,107,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,60,1500.0,107,non renseigné,2024,107,1500.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,107,non renseigné,2025,107,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",60,3300.0,107,non renseigné,2024,107,3300.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,107,non renseigné,2025,107,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,60,2280.0,107,non renseigné,2024,107,2280.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,107,non renseigné,2025,107,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,120,2520.0,108,non renseigné,2024,108,2520.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,108,non renseigné,2025,108,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,30,750.0,108,non renseigné,2024,108,750.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,108,non renseigné,2025,108,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,30,1140.0,108,non renseigné,2024,108,1140.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,108,non renseigné,2025,108,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,1459,26171.1,109,non renseigné,2024,109,26171.1
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,109,non renseigné,2025,109,0.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,151,3750.0,109,non renseigné,2024,109,3750.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,0,0.0,109,non renseigné,2025,109,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,361,9000.0,109,non renseigné,2024,109,9000.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,109,non renseigné,2025,109,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",181,9900.0,109,non renseigné,2024,109,9900.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,109,non renseigné,2025,109,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,96,3648.0,109,non renseigné,2024,109,3648.0
