annee,type_produit,nom_produit,quantite,prix,vecteur_id,country,annee_str,client,prix_total
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,283,non renseigné,2024,283,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",1,82.5,283,non renseigné,2025,283,82.5
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,264,5544.0,284,Italie,2024,284,5544.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,284,Italie,2025,284,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,20,830.0,284,Italie,2024,284,830.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,24,1019.7,284,Italie,2025,284,1019.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,16,698.0,284,Italie,2024,284,698.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,8,379.95,284,Italie,2025,284,379.95
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2220,38556.6,284,Italie,2024,284,38556.6
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2100,39795.0,284,Italie,2025,284,39795.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,284,Italie,2024,284,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,600,15468.0,284,Italie,2025,284,15468.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,284,Italie,2024,284,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,660,16968.0,284,Italie,2025,284,16968.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,284,Italie,2024,284,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",168,9231.6,284,Italie,2025,284,9231.6
2024,CHAMPAGNE,Paradoxe,0,0.0,284,Italie,2024,284,0.0
2025,CHAMPAGNE,Paradoxe,264,5855.4,284,Italie,2025,284,5855.4
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,284,Italie,2024,284,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,210,8214.0,284,Italie,2025,284,8214.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,36,540.0,284,Italie,2024,284,540.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,6,95.7,284,Italie,2025,284,95.7
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",24,960.0,284,Italie,2024,284,960.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",24,1078.8,284,Italie,2025,284,1078.8
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,284,Italie,2024,284,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",6,269.7,284,Italie,2025,284,269.7
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",18,720.0,284,Italie,2024,284,720.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",6,240.0,284,Italie,2025,284,240.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,4,249.17,285,non renseigné,2024,285,249.17
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,285,non renseigné,2025,285,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,3,122.5,285,non renseigné,2024,285,122.5
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,285,non renseigné,2025,285,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,3,172.5,285,non renseigné,2024,285,172.5
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,285,non renseigné,2025,285,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,24,504.0,286,Suisse,2024,286,504.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,286,Suisse,2025,286,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,8,332.0,286,Suisse,2024,286,332.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,24,1019.7,286,Suisse,2025,286,1019.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,16,698.0,286,Suisse,2024,286,698.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,286,Suisse,2025,286,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,120,2154.0,286,Suisse,2024,286,2154.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,300,5685.0,286,Suisse,2025,286,5685.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,286,Suisse,2024,286,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,90,2425.5,286,Suisse,2025,286,2425.5
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,286,Suisse,2024,286,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,36,970.2,286,Suisse,2025,286,970.2
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,60,1500.0,286,Suisse,2024,286,1500.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,286,Suisse,2025,286,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,286,Suisse,2024,286,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",12,659.4,286,Suisse,2025,286,659.4
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,286,Suisse,2024,286,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,30,1198.5,286,Suisse,2025,286,1198.5
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,24,912.0,286,Suisse,2024,286,912.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,286,Suisse,2025,286,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,287,non renseigné,2024,287,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,6,134.85,287,non renseigné,2025,287,134.85
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,132,2369.4,287,non renseigné,2024,287,2369.4
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,12,227.4,287,non renseigné,2025,287,227.4
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,287,non renseigné,2024,287,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,24,646.8,287,non renseigné,2025,287,646.8
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,287,non renseigné,2024,287,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,24,646.8,287,non renseigné,2025,287,646.8
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,24,600.0,287,non renseigné,2024,287,600.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,287,non renseigné,2025,287,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",18,990.0,287,non renseigné,2024,287,990.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",18,989.1,287,non renseigné,2025,287,989.1
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,288,non renseigné,2024,288,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,6,175.0,288,non renseigné,2025,288,175.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2,81.67,289,non renseigné,2024,289,81.67
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,289,non renseigné,2025,289,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,240,5040.0,290,USA,2024,290,5040.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,176,7304.0,290,USA,2024,290,7304.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,12,254.94,290,USA,2025,290,254.94
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,272,11866.0,290,USA,2024,290,11866.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,4644,83359.8,290,USA,2024,290,83359.8
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,6000,111420.0,290,USA,2025,290,111420.0
2024,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 1500 mL CRD,36,1080.0,290,USA,2024,290,1080.0
2025,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 1500 mL CRD,0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1050,20895.0,290,USA,2024,290,20895.0
2025,CHAMPAGNE,Blanc d'Assemblage (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1152,28800.0,290,USA,2024,290,28800.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",240,13200.0,290,USA,2024,290,13200.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,576,21888.0,290,USA,2024,290,21888.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,290,USA,2025,290,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,360,5400.0,290,USA,2024,290,5400.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,290,USA,2025,290,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",120,4800.0,290,USA,2024,290,4800.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,290,USA,2025,290,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,291,non renseigné,2024,291,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,28,1744.17,291,non renseigné,2025,291,1744.17
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,292,non renseigné,2024,292,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,120,2274.0,292,non renseigné,2025,292,2274.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,96,2016.0,293,non renseigné,2024,293,2016.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,72,2988.0,293,non renseigné,2024,293,2988.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,192,8376.0,293,non renseigné,2024,293,8376.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,1800,32310.0,293,non renseigné,2024,293,32310.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,600,15000.0,293,non renseigné,2024,293,15000.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",600,33000.0,293,non renseigné,2024,293,33000.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,300,11400.0,293,non renseigné,2024,293,11400.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,293,non renseigné,2025,293,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,24,360.0,293,non renseigné,2024,293,360.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,293,non renseigné,2025,293,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",24,960.0,293,non renseigné,2024,293,960.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,293,non renseigné,2025,293,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,294,France,2024,294,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,6,134.85,294,France,2025,294,134.85
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,228,4092.6,294,France,2024,294,4092.6
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,792,15008.4,294,France,2025,294,15008.4
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,294,France,2024,294,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,114,3072.3,294,France,2025,294,3072.3
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,294,France,2024,294,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,204,5497.8,294,France,2025,294,5497.8
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,84,2100.0,294,France,2024,294,2100.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,102,2550.0,294,France,2025,294,2550.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",36,1980.0,294,France,2024,294,1980.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",18,989.1,294,France,2025,294,989.1
2024,CHAMPAGNE,Paradoxe,0,0.0,294,France,2024,294,0.0
2025,CHAMPAGNE,Paradoxe,36,805.35,294,France,2025,294,805.35
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,294,France,2024,294,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,60,2397.0,294,France,2025,294,2397.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,6,228.0,294,France,2024,294,228.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,18,684.0,294,France,2025,294,684.0
2024,DIVERS,CAISSE TSR a SKI,0,0.0,295,non renseigné,2024,295,0.0
2025,DIVERS,CAISSE TSR a SKI,0,215.0,295,non renseigné,2025,295,215.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,3,122.49,296,non renseigné,2024,296,122.49
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,296,non renseigné,2025,296,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,3,172.5,296,non renseigné,2024,296,172.5
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,296,non renseigné,2025,296,0.0
2024,CHAMPAGNE,INFLUENCE DE CHENE - 2012 750 ml / CRD,6,102.48,297,non renseigné,2024,297,102.48
2025,CHAMPAGNE,INFLUENCE DE CHENE - 2012 750 ml / CRD,0,0.0,297,non renseigné,2025,297,0.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,298,non renseigné,2024,298,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,4,196.67,298,non renseigné,2025,298,196.67
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,298,non renseigné,2024,298,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,2,98.33,298,non renseigné,2025,298,98.33
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,298,non renseigné,2024,298,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",1,90.83,298,non renseigné,2025,298,90.83
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,298,non renseigné,2024,298,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,1,57.5,298,non renseigné,2025,298,57.5
2024,DIVERS,Visite à 60€ TTC / personne,0,0.0,298,non renseigné,2024,298,0.0
2025,DIVERS,Visite à 60€ TTC / personne,0,100.0,298,non renseigné,2025,298,100.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,299,non renseigné,2024,299,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,8,330.0,299,non renseigné,2025,299,330.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,299,non renseigné,2024,299,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,6,245.0,299,non renseigné,2025,299,245.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,300,non renseigné,2024,300,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,6,134.85,300,non renseigné,2025,300,134.85
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,30,538.5,300,non renseigné,2024,300,538.5
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,54,1023.3,300,non renseigné,2025,300,1023.3
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,300,non renseigné,2024,300,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,12,323.4,300,non renseigné,2025,300,323.4
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,12,300.0,300,non renseigné,2024,300,300.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,300,non renseigné,2025,300,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,6,115.0,301,non renseigné,2024,301,115.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,301,non renseigné,2025,301,0.0
2024,GOODIES,Boite de 6 verres Chavost  47CL,0,62.5,301,non renseigné,2024,301,62.5
2025,GOODIES,Boite de 6 verres Chavost  47CL,0,0.0,301,non renseigné,2025,301,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,18,150.0,301,non renseigné,2024,301,150.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,301,non renseigné,2025,301,0.0
2024,DIVERS,Visite à 60€ TTC / personne,0,0.0,302,non renseigné,2024,302,0.0
2025,DIVERS,Visite à 60€ TTC / personne,0,400.0,302,non renseigné,2025,302,400.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,24,540.0,303,non renseigné,2024,303,540.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,303,non renseigné,2025,303,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,24,504.0,304,non renseigné,2024,304,504.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,304,non renseigné,2025,304,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,90,1615.5,304,non renseigné,2024,304,1615.5
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,120,2274.0,304,non renseigné,2025,304,2274.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,12,456.0,304,non renseigné,2024,304,456.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,304,non renseigné,2025,304,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,48,1008.0,305,non renseigné,2024,305,1008.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,305,non renseigné,2025,305,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,24,996.0,305,non renseigné,2024,305,996.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,24,1019.7,305,non renseigné,2025,305,1019.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,305,non renseigné,2024,305,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,48,2279.7,305,non renseigné,2025,305,2279.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,360,6462.0,305,non renseigné,2024,305,6462.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,1200,22740.0,305,non renseigné,2025,305,22740.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,305,non renseigné,2024,305,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,120,3234.0,305,non renseigné,2025,305,3234.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,305,non renseigné,2024,305,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,120,3234.0,305,non renseigné,2025,305,3234.0
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,305,non renseigné,2024,305,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,120,4794.0,305,non renseigné,2025,305,4794.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,60,2280.0,305,non renseigné,2024,305,2280.0
